geonameid,sciiname,countrycode,fclass,fcode,latitude,longitude,moddate,name,population
4364605,Oregon Branch,US,H,STM,39.48344,-76.65358,,Oregon Branch,0
4356063,Germantown Post Office,US,S,PO,39.17983,-77.27109,,Germantown Post Office,0
4357137,Hadley Farms,US,P,PPL,39.18316,-77.15665,,Hadley Farms,0
4362307,Michaels Mill Dam,US,H,RSV,39.57177,-76.26301,,Michaels Mill Dam,0
4363011,Mount Lena United Brethren Church,US,S,CH,39.56177,-77.6311,,Mount Lena United Brethren Church,0
4356221,Glen Haven Memorial Park,US,S,CMTY,39.17261,-76.61469,,Glen Haven Memorial Park,0
4356470,Gorsuch Mills,US,P,PPL,39.70705,-76.58802,,Gorsuch Mills,0
4357546,Harshman Estates,US,P,PPL,39.44955,-77.27526,,Harshman Estates,0
4358714,Hunters Glen South,US,P,PPL,39.45427,-76.80109,,Hunters Glen South,0
4362466,Mill Creek,US,H,STM,39.36456,-75.87827,,Mill Creek,0
4363320,Mowatt Memorial Church,US,S,CH,39.00372,-76.87219,,Mowatt Memorial Church,0
"4363651,New Lands Corporate Park,US,S,"""",39.37094,-77.40804,,New Lands Corporate Park,0"
4361193,Long Point,US,T,CAPE,38.77095,-76.17189,,Long Point,0
4360798,Little Elk Creek,US,H,STM,39.59345,-75.84161,,Little Elk Creek,0
4363383,Mullikin School,US,S,SCH,38.92456,-76.74164,,Mullikin School,0
4363656,New Market Community Park,US,L,PRK,39.3826,-77.26665,,New Market Community Park,0
4364861,Park Community United Church of Christ,US,S,CH,39.33177,-76.69275,,Park Community United Church of Christ,0
4360634,Licking Creek,US,H,STM,39.65037,-78.05111,,Licking Creek,0
4362185,Mears Creek Airfield,US,S,AIRF,38.37462,-76.48359,,Mears Creek Airfield,0
4357358,Har Sinai Cemetery,US,S,CMTY,39.32011,-76.57247,,Har Sinai Cemetery,0
4361316,Lower Keene Broad,US,H,CHN,38.39901,-76.25439,,Lower Keene Broad,0
4360729,Linwood Brethren Church,US,S,CH,39.56038,-77.14359,,Linwood Brethren Church,0
4365564,Piney Point,US,T,CAPE,39.38844,-76.33301,,Piney Point,0
4356136,Gist Cemetery,US,S,CMTY,39.54566,-76.99943,,Gist Cemetery,0
4355631,Free Farms,US,P,PPL,39.59177,-77.40276,,Free Farms,0
"4362567,Millstone,US,S,"""",39.67815,-78.09195,,Millstone,0"
4363455,Nagels Mill Pond Dam,US,S,DAM,38.77845,-75.87299,,Nagels Mill Pond Dam,0
4362766,Montrose School for Girls,US,S,SCH,39.49788,-76.85192,,Montrose School for Girls,0
4361539,Malone Methodist Episcopal Church,US,S,CH,38.49123,-76.21661,,Malone Methodist Episcopal Church,0
"4361962,Matthews Folly,US,S,"""",38.26318,-76.49773,,Matthews Folly,0"
4362135,Meadow Run Park,US,P,PPL,38.68373,-76.63329,,Meadow Run Park,0
4359447,Jessup Blair Park,US,L,PRK,38.98511,-77.02387,,Jessup Blair Park,0
4356935,Greensboro Post Office,US,S,PO,38.97484,-75.80799,,Greensboro Post Office,0
4362110,McNamara High School,US,S,SCH,38.85206,-76.88803,,McNamara High School,0
4363935,North Glen Church,US,S,CH,39.19177,-76.62386,,North Glen Church,0
4364846,Paradise Heights,US,P,PPLX,39.52511,-76.17412,,Paradise Heights,0
4363010,Mount Lena Graveyard,US,S,CMTY,39.56204,-77.63166,,Mount Lena Graveyard,0
4360685,Linden Church,US,S,CH,39.23066,-76.97525,,Linden Church,0
4363049,Mount Olives Church,US,S,CH,39.46843,-77.68527,,Mount Olives Church,0
4363154,Mount Tabor Cemetery,US,S,CMTY,39.47954,-77.58888,,Mount Tabor Cemetery,0
"4357167,Halethorp Station (historical),US,S,"""",39.23066,-76.68191,,Halethorp Station (historical),0"
4364842,Paradise Cemetery,US,S,CMTY,39.70315,-77.70055,,Paradise Cemetery,0
4360609,Liberty Grove,US,P,PPL,39.65594,-76.11995,,Liberty Grove,0
4358675,Hughesville Manor,US,P,PPL,38.5229,-76.77997,,Hughesville Manor,0
4357141,Hagerstown,US,P,PPLA2,39.64176,-77.71999,,Hagerstown,39662
4365223,Perring Village,US,P,PPL,39.38761,-76.54719,,Perring Village,0
4361745,Marriott Cove,US,H,BAY,39.04733,-76.56802,,Marriott Cove,0
4362437,Milford Manor Nursing Home,US,S,BLDG,39.36427,-76.71636,,Milford Manor Nursing Home,0
4362704,Montessori School of North Laurel,US,S,SCH,39.10928,-76.83942,,Montessori School of North Laurel,0
4357225,Hambrooks Bay,US,H,BAY,38.58901,-76.08411,,Hambrooks Bay,0
4357515,Harris Heights,US,P,PPL,39.54871,-76.91692,,Harris Heights,0
4355840,Gaither Manor,US,P,PPL,39.3726,-76.99137,,Gaither Manor,0
4357665,Hawthorne Plaza Shopping Center,US,S,MALL,39.32733,-76.44024,,Hawthorne Plaza Shopping Center,0
4357346,Hanson Junior High School,US,S,SCH,38.80234,-76.99275,,Hanson Junior High School,0
4360098,Kyle Point,US,T,CAPE,39.05372,-76.56163,,Kyle Point,0
4358607,Howard County General Hospital Heliport,US,S,AIRH,39.21455,-76.88636,,Howard County General Hospital Heliport,0
4360698,Lineboro Post Office,US,S,PO,39.71844,-76.84414,,Lineboro Post Office,0
4363378,Mulberry Point,US,T,CAPE,39.44956,-76.09717,,Mulberry Point,0
4356186,Glen Avenue School,US,S,SCH,38.35984,-75.56353,,Glen Avenue School,0
4362027,McComas,US,P,PPL,39.43622,-76.30718,,McComas,0
4360838,Little Marsh Point,US,T,CAPE,39.13344,-76.44635,,Little Marsh Point,0
4358576,Hosewells Branch,US,H,STM,38.79123,-76.02188,,Hosewells Branch,0
4355598,Frederick County Public Library,US,S,LIBR,39.41621,-77.41276,,Frederick County Public Library,0
4359794,Kent Island Shopping Center,US,S,MALL,38.97595,-76.29634,,Kent Island Shopping Center,0
4360627,Libertytown Branch,US,H,STM,38.33456,-75.29797,,Libertytown Branch,0
4360716,Linthicum Cemetery,US,S,CMTY,39.21566,-76.9322,,Linthicum Cemetery,0
4362116,Meadow Creek Estates,US,P,PPL,38.60012,-76.5494,,Meadow Creek Estates,0
4358853,Idlewood Trailer Park,US,P,PPL,38.63456,-76.8783,,Idlewood Trailer Park,0
4363542,Nazareth Cemetery,US,S,CMTY,38.21845,-75.53548,,Nazareth Cemetery,0
4359222,Island Neck,US,T,CAPE,38.66234,-76.098,,Island Neck,0
4361952,Mattawoman State Natural Environmental Area,US,L,PRK,38.57929,-77.1372,,Mattawoman State Natural Environmental Area,0
"4364914,Parkhead Station (historical),US,S,"""",39.65315,-78.04861,,Parkhead Station (historical),0"
4356839,Green Valley Conservation Park,US,L,PRK,39.1765,-77.16693,,Green Valley Conservation Park,0
4358726,Huntersville,US,P,PPL,38.46929,-76.73024,,Huntersville,0
4356940,Doctor Roland N Patterson Middle School,US,S,SCH,39.34538,-76.65803,,Doctor Roland N Patterson Middle School,0
4364100,Norwich Creek,US,H,STM,38.91206,-75.94883,,Norwich Creek,0
4359448,Jessup Elementary School,US,S,SCH,39.14545,-76.76768,,Jessup Elementary School,0
4360835,Little Magothy River,US,H,BAY,39.04622,-76.42968,,Little Magothy River,0
4364903,Parker Heights,US,P,PPL,38.37734,-75.54076,,Parker Heights,0
4362670,Monocacy Farms,US,S,FRM,39.68815,-77.21971,,Monocacy Farms,0
4364111,Nostalgia,US,P,PPL,38.44318,-76.52051,,Nostalgia,0
4360736,Lipins Corner,US,P,PPL,39.13261,-76.58163,,Lipins Corner,0
4364445,Old Mill Branch,US,H,STM,38.26345,-75.36131,,Old Mill Branch,0
4358247,Holland Glenn,US,P,PPL,38.61401,-76.65802,,Holland Glenn,0
4356941,Greentop Manor,US,P,PPL,39.47205,-76.63247,,Greentop Manor,0
4358739,Hunting Hill,US,P,PPL,39.09705,-77.20693,,Hunting Hill,0
4356954,Greenwood Church of the Brethren (historical),US,S,CH,39.52816,-77.12776,,Greenwood Church of the Brethren (historical),0
4360002,Kirkner Estates,US,P,PPL,39.49649,-76.93915,,Kirkner Estates,0
4360530,Leland Junior High School,US,S,SCH,38.98317,-77.08664,,Leland Junior High School,0
4356127,Gingerville Creek,US,H,BAY,38.954,-76.55385,,Gingerville Creek,0
4360615,Liberty Lake Hills,US,P,PPL,39.40427,-76.90414,,Liberty Lake Hills,0
4365474,Pine Valley Park,US,L,PRK,39.66871,-76.88553,,Pine Valley Park,0
4356646,Gratitude,US,P,PPL,39.14067,-76.25995,,Gratitude,0
4364585,Orchard Point,US,T,CAPE,39.12372,-76.44718,,Orchard Point,0
4364019,Northampton,US,P,PPL,39.64233,-76.45024,,Northampton,0
4365563,Piney Point,US,T,CAPE,38.27762,-76.10161,,Piney Point,0
4363700,New York Hill United Methodist Church,US,S,CH,39.31288,-77.61388,,New York Hill United Methodist Church,0
4364523,Oliver Perry Public School (historical),US,S,SCH,39.27511,-76.61386,,Oliver Perry Public School (historical),0
4358871,Immaculate Conception Roman Catholic Church,US,S,CH,39.60789,-75.83383,,Immaculate Conception Roman Catholic Church,0
4359639,Joy Chapel Methodist Church (historical),US,S,CH,38.33874,-76.54496,,Joy Chapel Methodist Church (historical),0
4364672,Our Lady of Victory School,US,S,SCH,39.26727,-76.69639,,Our Lady of Victory School,0
4358934,Indian Princess,US,P,PPL,39.47983,-76.38163,,Indian Princess,0
4356756,Green Acres,US,P,PPLX,38.39012,-75.55576,,Green Acres,0
4358229,Holiday Farms,US,P,PPL,39.64426,-77.60749,,Holiday Farms,0
4355959,Garrison Farms,US,P,PPL,39.40038,-76.71636,,Garrison Farms,0
4363803,Norman Creek,US,H,STM,39.30594,-76.4169,,Norman Creek,0
4363899,North East Middle School,US,S,SCH,39.60069,-75.93914,,North East Middle School,0
4363668,New Midway,US,P,PPL,39.56704,-77.29082,,New Midway,0
4357246,Hamlin Swamp,US,H,SWMP,38.40067,-75.38714,,Hamlin Swamp,0
4355564,Franklin School (historical),US,S,SCH,39.614,-76.09551,,Franklin School (historical),0
4358060,Highway Church,US,S,CH,38.00985,-75.81465,,Highway Church,0
4362360,Middleham Chapel,US,S,CH,38.39873,-76.43606,,Middleham Chapel,0
4356752,Green Acres,US,P,PPL,39.45483,-76.34329,,Green Acres,0
4364191,Oak Island (historical),US,T,ISL,38.4465,-75.08379,,Oak Island (historical),0
4359790,Kent Island,US,T,ISL,38.94872,-76.31495,,Kent Island,0
4361272,Lothian Woods,US,P,PPL,38.82345,-76.64663,,Lothian Woods,0
4362159,Meadows,US,P,PPL,38.81567,-76.84942,,Meadows,0
4357734,Hebron Post Office,US,S,PO,38.41928,-75.68937,,Hebron Post Office,0
4363966,North Linthicum,US,P,PPL,39.22261,-76.65136,,North Linthicum,0
4363184,Mount Vernon Wharf,US,S,WHRF,38.25262,-75.80799,,Mount Vernon Wharf,0
4359795,Kent Island United Methodist Church,US,S,CH,38.97483,-76.29079,,Kent Island United Methodist Church,0
4357956,Higgins Millpond,US,H,RSV,38.51901,-75.96466,,Higgins Millpond,0
4357202,Halloway Branch,US,H,STM,38.37706,-75.51048,,Halloway Branch,0
4363251,Mount Zion Park,US,L,PRK,39.18288,-77.10304,,Mount Zion Park,0
4364508,Oldtown Baptist Church,US,S,CH,39.54176,-78.61224,,Oldtown Baptist Church,0
4357252,Hamilton Run Shopping Center,US,S,MALL,39.6376,-77.71194,,Hamilton Run Shopping Center,0
"4358095,Hillcroft Executive Park,US,S,"""",39.19761,-76.85247,,Hillcroft Executive Park,0"
4357298,Hampton Knolls,US,P,PPL,39.38649,-77.12887,,Hampton Knolls,0
4357888,Hickman Ditch,US,H,STM,38.8315,-75.72326,,Hickman Ditch,0
4362936,Mount Carmel Cemetery,US,S,CMTY,39.10761,-76.46302,,Mount Carmel Cemetery,0
4361013,Lock Number 47,US,S,DAM,39.61732,-77.94694,,Lock Number 47,0
4361674,Marine Oak Village,US,P,PPL,39.31622,-76.44857,,Marine Oak Village,0
4356735,Great Seneca Creek,US,H,STM,39.12844,-77.33582,,Great Seneca Creek,0
4361728,Marlton Neighborhood Park,US,L,PRK,38.76262,-76.7908,,Marlton Neighborhood Park,0
4358446,Holy Angels Church,US,S,CH,38.25485,-76.76941,,Holy Angels Church,0
4358850,Idlewilde,US,P,PPL,38.85012,-76.49607,,Idlewilde,0
4365060,Patuxent Manor,US,P,PPL,38.91261,-76.66663,,Patuxent Manor,0
4363359,Muddy Creek,US,H,CHN,38.25707,-75.88271,,Muddy Creek,0
4363188,Mount View Middle School,US,S,SCH,39.32094,-76.93637,,Mount View Middle School,0
4361647,Marble Hill,US,P,PPL,39.19733,-76.74219,,Marble Hill,0
4356171,Glasva Elementary School,US,S,SCH,38.41096,-76.95275,,Glasva Elementary School,0
4355654,Fremont Hills,US,P,PPL,39.32983,-77.27276,,Fremont Hills,0
4362657,Monks Misery,US,P,PPL,39.4051,-77.01581,,Monks Misery,0
4360396,Laurel Plaza Shopping Center,US,S,MALL,39.0965,-76.83942,,Laurel Plaza Shopping Center,0
4358022,Highland Reading Center,US,S,BLDG,39.66844,-76.37746,,Highland Reading Center,0
4358269,Hollifield Station Elementary School,US,S,SCH,39.30294,-76.81672,,Hollifield Station Elementary School,0
4356291,Glenn Dale Hospital (historical),US,S,HSP,38.96289,-76.81414,,Glenn Dale Hospital (historical),0
4356872,Greenbrier Baptist Church,US,S,CH,39.57149,-77.64638,,Greenbrier Baptist Church,0
4358644,Howards Retreat,US,P,PPL,39.45149,-77.46082,,Howards Retreat,0
4364395,Oil City,US,P,PPL,38.90511,-75.81466,,Oil City,0
4363819,Norrisville Recreation Complex,US,L,PRK,39.69983,-76.53497,,Norrisville Recreation Complex,0
4357348,Happy Acres,US,P,PPL,39.5301,-77.0547,,Happy Acres,0
4360799,Little Egging Beach,US,T,BCH,38.20317,-75.16741,,Little Egging Beach,0
4362000,Maynardier Ridge School,US,S,SCH,39.6362,-79.16559,,Maynardier Ridge School,0
4362401,Midlothian Post Office,US,S,PO,39.63453,-78.95141,,Midlothian Post Office,0
4357647,Hawks Hill,US,T,MT,39.40121,-77.70833,,Hawks Hill,0
4365046,Patterson Park Branch Enoch Pratt Free Library,US,S,LIBR,39.29427,-76.57691,,Patterson Park Branch Enoch Pratt Free Library,0
4358803,Hurts Wharf,US,S,WHRF,38.56206,-75.70549,,Hurts Wharf,0
4361499,Magothy United Methodist Church,US,S,CH,39.12344,-76.5258,,Magothy United Methodist Church,0
4362983,Mount Hermon Heights,US,P,PPL,38.3554,-75.53714,,Mount Hermon Heights,0
4355670,Friendly,US,P,PPL,38.75178,-76.97859,,Friendly,9250
4363255,Mount Zion School Museum,US,S,MUS,38.17123,-75.39214,,Mount Zion School Museum,0
4364963,Parlor Point,US,T,CAPE,39.47372,-75.87827,,Parlor Point,0
4355997,Genezer Estates,US,P,PPL,38.22456,-75.19297,,Genezer Estates,0
4362816,Morgan Creek Branch Dam,US,S,DAM,39.28344,-76.033,,Morgan Creek Branch Dam,0
4356611,Grandview Methodist Church,US,S,CH,39.52788,-76.44802,,Grandview Methodist Church,0
4358976,Ingleton,US,P,PPL,38.77734,-76.16467,,Ingleton,0
4357943,Hidden River,US,P,PPL,38.49568,-76.72219,,Hidden River,0
4356163,Glass,US,P,PPL,39.66677,-77.29137,,Glass,0
4361762,The Marshes,US,H,SWMP,38.37068,-76.27328,,The Marshes,0
4360919,Lloyd Creek,US,H,STM,38.32346,-76.9308,,Lloyd Creek,0
4361182,Long Point,US,T,CAPE,38.97928,-76.22967,,Long Point,0
4355747,Frog Marshes,US,H,SWMP,38.20578,-76.4672,,Frog Marshes,0
4362527,Miller Hill,US,T,MT,39.51399,-77.51915,,Miller Hill,0
4363101,Mount Pleasant East,US,P,PPL,39.45094,-77.31498,,Mount Pleasant East,0
4355967,Gary Creek,US,H,BAY,38.5804,-76.18217,,Gary Creek,0
4364345,Odenton Heights,US,P,PPL,39.07039,-76.69969,,Odenton Heights,0
4356253,Glencoe,US,P,PPL,39.54899,-76.63525,,Glencoe,0
4357668,Hawthorne Woods,US,P,PPL,38.87234,-76.66497,,Hawthorne Woods,0
4365446,Pine Cliff,US,P,PPL,39.39538,-77.36498,,Pine Cliff,0
4364224,Oakhurst,US,P,PPL,39.41538,-76.48996,,Oakhurst,0
4359908,Kingdom Hall of Jehovahs Witnesses,US,S,CH,39.274,-76.66608,,Kingdom Hall of Jehovahs Witnesses,0
4359994,Kinsey Heights,US,P,PPLX,39.51954,-77.64971,,Kinsey Heights,0
4363061,Mount Pilgrim Cemetery,US,S,CMTY,39.16094,-76.71691,,Mount Pilgrim Cemetery,0
4361960,Mattawoman Estates,US,P,PPL,38.64928,-76.86914,,Mattawoman Estates,0
4358185,Hoffman,US,P,PPL,39.63564,-78.90586,,Hoffman,0
4356986,Griffith Park,US,P,PPL,39.22788,-77.12331,,Griffith Park,0
4357288,Hampstead Valley,US,P,PPLX,39.6001,-76.84664,,Hampstead Valley,0
4363433,Myers Acres,US,P,PPL,39.58593,-77.07359,,Myers Acres,0
4365113,Peaceful Valley,US,P,PPL,39.69594,-76.84998,,Peaceful Valley,0
4359930,Kings Court,US,P,PPL,39.19317,-76.06245,,Kings Court,0
4363986,North Point Plaza Shopping Center,US,S,MALL,39.284,-76.4958,,North Point Plaza Shopping Center,0
4357221,Hambleton Point,US,T,CAPE,38.82151,-76.22828,,Hambleton Point,0
4361216,Longmarsh Point,US,T,CAPE,39.14733,-76.14662,,Longmarsh Point,0
4362867,Mosquito Creek,US,H,STM,39.43789,-76.10162,,Mosquito Creek,0
4357696,Hazelwood Park,US,L,PRK,39.34261,-76.52469,,Hazelwood Park,0
4358810,Hutt Chapel Cemetery,US,S,CMTY,38.19373,-75.44659,,Hutt Chapel Cemetery,0
4363658,New Market Farms,US,P,PPL,39.3901,-77.28582,,New Market Farms,0
4357029,Grove School,US,S,SCH,39.10344,-76.85692,,Grove School,0
4361672,Marina Park,US,L,PRK,39.60289,-75.83216,,Marina Park,0
4361331,Lowes Creek,US,H,STM,38.3479,-76.16105,,Lowes Creek,0
4363687,New Union Baptist Church Number 2,US,S,CH,39.29372,-76.63386,,New Union Baptist Church Number 2,0
4362386,Middletown Park,US,L,PRK,39.44621,-77.52888,,Middletown Park,0
4362597,Minnick,US,P,PPL,39.57928,-76.08273,,Minnick,0
4357718,Heather Woods,US,P,PPL,38.98706,-76.66024,,Heather Woods,0
4356016,Georges Point,US,T,CAPE,39.45539,-75.86077,,Georges Point,0
4364243,Oakland Hills,US,P,PPL,39.41344,-76.90164,,Oakland Hills,0
4356413,Goodwill Ditch,US,H,CNL,38.0554,-75.47992,,Goodwill Ditch,0
4364318,Ocean City Harbor,US,H,HBR,38.32373,-75.10518,,Ocean City Harbor,0
4365320,Pheasant Run,US,P,PPL,38.31817,-75.58742,,Pheasant Run,0
4357235,Hamilton Park,US,P,PPLX,39.66537,-77.72194,,Hamilton Park,0
4360913,Living Stone Church of the Brethren,US,S,CH,39.63703,-78.76474,,Living Stone Church of the Brethren,0
"4358199,Hog Island Landing,US,S,"""",38.73484,-75.99549,,Hog Island Landing,0"
4365092,Pawpaw Creek,US,H,STM,38.14595,-75.28741,,Pawpaw Creek,0
4365354,Picketts Corner,US,P,PPL,39.40816,-77.05331,,Picketts Corner,0
4360305,Langford Acres,US,P,PPL,39.214,-76.118,,Langford Acres,0
4364256,Oaklands,US,P,PPL,38.73928,-76.10022,,Oaklands,0
4363876,North Country Area Branch Library,US,S,LIBR,39.15316,-76.6133,,North Country Area Branch Library,0
4356736,Great Bohemia Creek,US,H,STM,39.45706,-75.86299,,Great Bohemia Creek,0
4361406,Lynnbrook,US,P,PPL,39.209,-76.63274,,Lynnbrook,0
4362824,Morgan State University,US,S,SCH,39.34596,-76.58308,,Morgan State University,0
4361651,Marbury Cemetery,US,S,CMTY,38.56901,-77.15331,,Marbury Cemetery,0
4356160,Gladys Spellman Specialty Hospital and Nursing Center,US,S,HSP,38.92957,-76.92042,,Gladys Spellman Specialty Hospital and Nursing Center,0
4359065,Interchange 29,US,R,RDJCT,39.6837,-78.9703,,Interchange 29,0
4360732,Linwood Post Office,US,S,PO,39.56343,-77.14359,,Linwood Post Office,0
4359602,Jonestown,US,P,PPL,38.25624,-76.43884,,Jonestown,0
4360652,Lilypons Post Office (historical),US,S,PO,39.29538,-77.43138,,Lilypons Post Office (historical),0
4356820,Green Spring Cemetery,US,S,CMTY,39.62537,-77.96667,,Green Spring Cemetery,0
4356077,Gibbs Pond,US,H,LK,38.24734,-75.18491,,Gibbs Pond,0
4358488,Hope Acres,US,P,PPL,38.5929,-76.9722,,Hope Acres,0
4364323,Ocean City State School (historical),US,S,SCH,38.33484,-75.08491,,Ocean City State School (historical),0
4358677,Hughesville Pond Recreation Area,US,L,PRK,38.54845,-76.80386,,Hughesville Pond Recreation Area,0
4357126,Gwynns Falls Recreation Center,US,L,PRK,39.27788,-76.66302,,Gwynns Falls Recreation Center,0
4362023,McCauley Hall,US,S,BLDG,39.37038,-76.65525,,McCauley Hall,0
4363713,Newcomer Hall,US,S,BLDG,39.36316,-76.53163,,Newcomer Hall,0
4360587,Lewistown,US,P,PPL,38.84511,-75.94772,,Lewistown,0
4356528,Grace Cemetery,US,S,CMTY,38.24401,-75.76937,,Grace Cemetery,0
4363176,Mount Vernon Elementary School,US,S,SCH,38.24651,-75.79993,,Mount Vernon Elementary School,0
4363358,Muddy Gut,US,H,STM,39.28316,-76.43913,,Muddy Gut,0
4355969,Gary Memorial United Methodist Church,US,S,CH,39.31538,-76.81497,,Gary Memorial United Methodist Church,0
4359030,Interchange 18,US,R,RDJCT,39.65176,-77.92333,,Interchange 18,0
4357520,Harris Mill Creek,US,H,STM,39.71316,-76.59775,,Harris Mill Creek,0
4362213,Melville Crossroads,US,P,PPL,39.07706,-75.78799,,Melville Crossroads,0
4362008,Mays Chapel United Methodist Church,US,S,CH,39.45038,-76.66192,,Mays Chapel United Methodist Church,0
4357215,Halsey Field House,US,S,BLDG,38.97761,-76.48413,,Halsey Field House,0
"4361507,Maiden Bower,US,S,"""",38.27485,-76.78163,,Maiden Bower,0"
"4359590,Jones Hole,US,S,"""",38.92178,-76.31801,,Jones Hole,0"
4358119,Hills Point Cove,US,H,BAY,38.56595,-76.30078,,Hills Point Cove,0
4365214,Perkins Cemetery,US,S,CMTY,39.00872,-76.8133,,Perkins Cemetery,0
4359781,Kent County Agricultural Center,US,S,BLDG,39.21344,-76.23218,,Kent County Agricultural Center,0
4364374,Old Bee Point,US,T,CAPE,39.12205,-76.44413,,Old Bee Point,0
4362624,Mitchellville,US,P,PPL,38.92511,-76.74275,,Mitchellville,10967
4359062,Interchange 28,US,R,RDJCT,39.40955,-76.57913,,Interchange 28,0
4363489,Narrows Point,US,T,CAPE,39.01011,-76.21579,,Narrows Point,0
4360978,Lock 39,US,S,DAM,39.44399,-77.7836,,Lock 39,0
4362407,Midway Industrial Park,US,L,INDS,39.10983,-76.69441,,Midway Industrial Park,0
4357179,Haines Pond,US,H,LK,38.17623,-75.94882,,Haines Pond,0
4359039,Interchange 2,US,R,RDJCT,39.70759,-78.18362,,Interchange 2,0
4362097,McNamee Hill,US,T,MT,39.66842,-78.73363,,McNamee Hill,0
4365283,Persimmon Island (historical),US,T,ISL,39.71483,-76.2294,,Persimmon Island (historical),0
4358878,Immanual Church,US,S,CH,38.7465,-76.06633,,Immanual Church,0
4359220,Island Gut,US,H,STM,37.9879,-75.87104,,Island Gut,0
4364578,Orchard Hill,US,P,PPL,39.21955,-76.09689,,Orchard Hill,0
4363211,Mount Zion Apostle Faith Church,US,S,CH,39.33427,-76.7058,,Mount Zion Apostle Faith Church,0
4362819,Morgan Park,US,P,PPLX,39.54205,-76.35302,,Morgan Park,0
4358876,Immaculate Heart of Mary Church,US,S,CH,38.28068,-76.47245,,Immaculate Heart of Mary Church,0
4362863,Moser,US,P,PPL,39.46816,-77.59221,,Moser,0
4358165,Hines Ponds,US,H,LK,39.15283,-76.47274,,Hines Ponds,0
4356158,Gladys Island,US,T,ISL,39.02955,-77.24693,,Gladys Island,0
4356187,Glen Brook,US,P,PPL,39.27649,-76.84859,,Glen Brook,0
4363906,North End Bottom,US,H,BAY,38.00068,-76.01994,,North End Bottom,0
4355782,Fruitland Intermediate School,US,S,SCH,38.32512,-75.62298,,Fruitland Intermediate School,0
4361885,Maryland,US,A,ADM1,39.00039,-76.74997,,Maryland,5624246
4357567,Harundale,US,P,PPL,39.15289,-76.61469,,Harundale,0
4363414,Murray Hill Middle School,US,S,SCH,39.14514,-76.85748,,Murray Hill Middle School,0
4364097,Northwood-Appold United Methodist Church,US,S,CH,39.34622,-76.59136,,Northwood-Appold United Methodist Church,0
4362296,Meyers Ford,US,R,RDJCT,39.5501,-77.35776,,Meyers Ford,0
4360941,Loch Raven Branch Baltimore County Public Library,US,S,LIBR,39.38427,-76.57469,,Loch Raven Branch Baltimore County Public Library,0
4358209,Hog Point,US,T,CAPE,38.7129,-76.52857,,Hog Point,0
4364896,Parke West,US,P,PPL,39.13566,-76.64747,,Parke West,0
4356365,Goldsboro Cemetery,US,S,CMTY,39.15233,-75.86688,,Goldsboro Cemetery,0
4364956,Cesar Chavez Elementary School,US,S,SCH,38.96928,-76.9811,,Cesar Chavez Elementary School,0
4358500,Hopes Chapel School (historical),US,S,SCH,38.91595,-76.55024,,Hopes Chapel School (historical),0
4364005,North Shoal,US,T,BAR,39.19289,-76.44163,,North Shoal,0
4359052,Interchange 24,US,R,RDJCT,39.68314,-79.07419,,Interchange 24,0
4359190,The Irish Grove,US,L,AREA,37.9779,-75.73021,,The Irish Grove,0
4360525,Leitch,US,P,PPL,38.76512,-76.56274,,Leitch,0
4364709,Owen Brown Village Shopping Center,US,S,MALL,39.18622,-76.84247,,Owen Brown Village Shopping Center,0
4357407,Harford County,US,A,ADM2,39.53644,-76.29887,,Harford County,244826
4359698,Keen Memorial United Methodist Church,US,S,CH,39.32233,-76.62441,,Keen Memorial United Methodist Church,0
4363620,New Cut Farms,US,P,PPL,39.11955,-76.65108,,New Cut Farms,0
4365150,Peddler Run,US,H,STM,39.67177,-76.20301,,Peddler Run,0
4361628,Maplecrest Farm,US,S,FRM,39.33732,-77.63221,,Maplecrest Farm,0
4363985,North Point Park,US,L,PRK,39.27011,-76.47441,,North Point Park,0
4362774,Moon Cemetery,US,S,CMTY,39.39593,-79.28115,,Moon Cemetery,0
4363944,North Harford Cemetery,US,S,CMTY,39.62788,-76.46719,,North Harford Cemetery,0
4361128,Long Cove,US,H,BAY,39.13733,-76.17051,,Long Cove,0
4358490,Hope Hill,US,P,PPL,39.33344,-77.39637,,Hope Hill,0
4364984,Parsons Point,US,T,CAPE,38.90234,-76.25134,,Parsons Point,0
4358481,Hoopersville,US,P,PPL,38.26123,-76.17994,,Hoopersville,0
4359690,Kaywood Gardens,US,P,PPL,38.94317,-76.96914,,Kaywood Gardens,0
4359904,Kingdom Hall of Jehovahs Witnesses,US,S,CH,39.34761,-76.67441,,Kingdom Hall of Jehovahs Witnesses,0
4357178,Halfway Creek,US,H,STM,38.37207,-77.16776,,Halfway Creek,0
4363762,Nichols Point,US,T,CAPE,39.09483,-76.16801,,Nichols Point,0
4362661,Monkton United Methodist Church,US,S,CH,39.57788,-76.61303,,Monkton United Methodist Church,0
4357573,Harvest Hills,US,P,PPL,39.53622,-76.43913,,Harvest Hills,0
4360709,Linkwood,US,P,PPL,38.53984,-75.94605,,Linkwood,0
4358206,Hog Neck,US,T,CAPE,37.95735,-76.0441,,Hog Neck,0
4359467,Jocelyn Acres,US,P,PPL,39.19566,-76.97748,,Jocelyn Acres,0
4359975,Kingston Heights,US,P,PPL,39.20733,-76.66136,,Kingston Heights,0
4364293,Oakwood,US,P,PPL,38.61651,-76.96136,,Oakwood,0
4360363,Latter Day Saints Church,US,S,CH,39.0465,-77.19165,,Latter Day Saints Church,0
